page_url,revenue_millions,industry,year_founded,employees
https://www.inc.com/profile/barracuda-staffing,7.3,Human Resources,2009,14
https://www.inc.com/profile/the-surface-masters,5.1,Construction,2011,21
https://www.inc.com/profile/advanced-medical-integration,4.3,Health,2013,27
https://www.inc.com/profile/anytime-flooring,4.4,Construction,2009,7
https://www.inc.com/profile/the-kotter-group,4,Telecommunications,1996,32
https://www.inc.com/profile/electrosoft-services,12.6,Government Services,2001,74
https://www.inc.com/profile/myrtle-group,24.7,Business Products & Services,2012,90
https://www.inc.com/profile/reviewpush,2.5,Software,2011,14
https://www.inc.com/profile/buybackbosscom,3.1,Consumer Products & Services,2013,10
https://www.inc.com/profile/oceantech,7.8,Computer Hardware,2005,49
https://www.inc.com/profile/fluidmesh-networks,17.4,Software,2005,48
https://www.inc.com/profile/pegasus-one,2.3,IT System Development,2009,78
https://www.inc.com/profile/proforma-printing-systems,2.3,Business Products & Services,1995,5
https://www.inc.com/profile/solutions-by-text,7,Telecommunications,1994,36
https://www.inc.com/profile/iquanti,14.6,Advertising & Marketing,2008,NA
https://www.inc.com/profile/the-lockwood-group,50.9,Advertising & Marketing,2007,199
https://www.inc.com/profile/sentinel-sales-management,14.1,Real Estate,2007,11
https://www.inc.com/profile/caliber-the-wealth-development-company,86.7,Real Estate,2008,73
https://www.inc.com/profile/chair-10-marketing,2.4,Advertising & Marketing,2006,21
https://www.inc.com/profile/trinity-multifamily,5.6,Real Estate,2004,NA
https://www.inc.com/profile/edgewater-federal-solutions,19.4,IT Management,2002,157
https://www.inc.com/profile/lamb-insurance-services,17.7,Insurance,2008,96
https://www.inc.com/profile/yourmechanic,19.8,Business Products & Services,2012,70
https://www.inc.com/profile/criteria-los-angeles-ca,9.4,Software,2006,70
https://www.inc.com/profile/patra,42.2,Insurance,2005,"2,979"
https://www.inc.com/profile/project-repat,9.1,Consumer Products & Services,2012,3
https://www.inc.com/profile/capitol-home-health,22.2,Health,1998,236
https://www.inc.com/profile/raare-solutions,2.5,Business Products & Services,2013,19
https://www.inc.com/profile/supplies-now,15,Business Products & Services,2003,4
https://www.inc.com/profile/nelson-construction-and-renovations,4.9,Construction,2006,25
https://www.inc.com/profile/momentfeed,17.7,Software,2010,130
https://www.inc.com/profile/cutting-edge-services,18.1,Business Products & Services,2015,188
https://www.inc.com/profile/chhabra-enterprises,5.7,Business Products & Services,1999,8
https://www.inc.com/profile/pless-securityincorporated,2.5,Security,1989,250
https://www.inc.com/profile/park-place-technologies,218.4,IT Management,1991,"1,200"
https://www.inc.com/profile/tin-roof-software,28,Software,2014,215
https://www.inc.com/profile/netrush,147.5,Retail,2006,187
https://www.inc.com/profile/onprem-solution-partners,37.7,Business Products & Services,2013,180
https://www.inc.com/profile/manhattantechsupportcom,4.5,IT Management,2012,24
https://www.inc.com/profile/bayless-integrated-healthcare,15.7,Health,1982,155
https://www.inc.com/profile/hydroflotech,4,Manufacturing,1989,4
https://www.inc.com/profile/a-plus-garage-doors,8.9,Consumer Products & Services,2004,41
https://www.inc.com/profile/collision-works,39.6,Consumer Products & Services,1996,300
https://www.inc.com/profile/summit-cpa-group,4.4,Financial Services,2002,35
https://www.inc.com/profile/threatconnect,23.3,Security,2011,124
https://www.inc.com/profile/fully-accountable,2.3,Financial Services,2014,30
https://www.inc.com/profile/targetpath,5.9,Business Products & Services,2009,24
https://www.inc.com/profile/mccabe-construction-company,12.2,Construction,1997,16
https://www.inc.com/profile/material-handling-systems,733.7,Engineering,1999,"1,500"
https://www.inc.com/profile/specialist-id,7.2,Business Products & Services,2001,24
https://www.inc.com/profile/enablecomp,24.4,Insurance,2000,235
https://www.inc.com/profile/incedo,68.4,IT Management,2011,"1,500"
https://www.inc.com/profile/one-stop-equine-shop,21.4,Retail,2007,29
https://www.inc.com/profile/key-credit-repair,5,Financial Services,2008,65
https://www.inc.com/profile/your-wealth-effect,2.1,Financial Services,2009,5
https://www.inc.com/profile/affordable-luxury-group,20.1,Consumer Products & Services,2014,23
https://www.inc.com/profile/brookstone-restoration,6,Construction,2011,32
https://www.inc.com/profile/avatria,4.3,Software,2014,13
https://www.inc.com/profile/united-solutions,8.4,IT System Development,2005,25
https://www.inc.com/profile/ecosystem-planning-and-restoration,5.9,Environmental Services,2012,26
https://www.inc.com/profile/team-fitz-graphics,3.3,Manufacturing,2008,22
https://www.inc.com/profile/talentbridge,80.7,Human Resources,1985,"1,919"
https://www.inc.com/profile/romulus-marketing,6.9,Advertising & Marketing,2013,32
https://www.inc.com/profile/restore-rehab-services,4.7,Health,2009,34
https://www.inc.com/profile/murray-resources,13.7,Human Resources,1988,35
https://www.inc.com/profile/vox-djs,4.9,Consumer Products & Services,1984,130
https://www.inc.com/profile/rgd,6.9,Engineering,1988,50
https://www.inc.com/profile/bos-staffing,2.1,Human Resources,2015,100
https://www.inc.com/profile/beckers-healthcare,30.5,Media,1996,56
https://www.inc.com/profile/elite-roofing,16,Construction,2008,NA
https://www.inc.com/profile/blacktree-heathcare-consulting,17.4,Health,2011,158
https://www.inc.com/profile/the-neiders-company,44.9,Real Estate,1989,164
https://www.inc.com/profile/sellyourmaccom,10.9,Consumer Products & Services,2009,24
https://www.inc.com/profile/tech-americas-usa,5.9,IT Management,2012,100
https://www.inc.com/profile/npd-logistics,5.3,Logistics & Transportation,2011,75
https://www.inc.com/profile/net2source,52.8,Human Resources,2007,647
https://www.inc.com/profile/protitleusa,10.2,Real Estate,2007,48
https://www.inc.com/profile/grover-gaming,22,Software,2013,140
https://www.inc.com/profile/adwerx,25.8,Advertising & Marketing,2013,98
https://www.inc.com/profile/usertesting,56.4,Software,2007,271
https://www.inc.com/profile/humann,43.3,Health,2010,34
https://www.inc.com/profile/open-america,68.2,Business Products & Services,1983,179
https://www.inc.com/profile/joorney-business-plans,2.4,Business Products & Services,2013,45
https://www.inc.com/profile/pyure-brands,22.3,Food & Beverage,2008,12
https://www.inc.com/profile/truqua-enterprises,13.5,Business Products & Services,2010,51
https://www.inc.com/profile/food52,27.7,Retail,2009,94
https://www.inc.com/profile/tallahassee-rock-real-estate,3.4,Real Estate,2014,24
https://www.inc.com/profile/t-parker-host,95.7,Logistics & Transportation,1923,512
https://www.inc.com/profile/bbq-guys-manufacturing,34.9,Manufacturing,2012,27
https://www.inc.com/profile/happy-trailer-sales,23.2,Retail,2013,NA
https://www.inc.com/profile/jmc-equipment,3.7,Business Products & Services,2012,8
https://www.inc.com/profile/t3-expo,62,Business Products & Services,2009,139
https://www.inc.com/profile/downeast-cider-house,13.7,Food & Beverage,2011,73
https://www.inc.com/profile/syntelligent-analytic-solutions,3.8,Government Services,2010,75
https://www.inc.com/profile/deep-blue-communications,33,IT Management,2004,125
https://www.inc.com/profile/test-double,9.8,Software,2011,40
https://www.inc.com/profile/gebbs-healthcare-solutions,73.9,Health,2005,"6,851"
https://www.inc.com/profile/semcasting,23.3,Advertising & Marketing,2009,48
https://www.inc.com/profile/takeout-central,10.9,Food & Beverage,1997,31
https://www.inc.com/profile/mind-your-business,7.5,Human Resources,1996,31
https://www.inc.com/profile/bolt-on-technology,7.8,Software,2009,42
https://www.inc.com/profile/synapse-studios,4.2,Software,2003,38
https://www.inc.com/profile/college-hunks-hauling-junk-and-moving-tampa-fl,13.4,Consumer Products & Services,2005,237
https://www.inc.com/profile/mansfield-crane-service,9.5,Construction,1998,35
https://www.inc.com/profile/mdsl,59,Software,1982,420
https://www.inc.com/profile/emazinglights-iheartraves-into-the-am,28.3,Consumer Products & Services,2010,70
https://www.inc.com/profile/trintech,106.2,Software,1985,400
https://www.inc.com/profile/somertile,30.2,Consumer Products & Services,1988,98
https://www.inc.com/profile/bb-heating-and-air,3.5,Construction,2007,35
https://www.inc.com/profile/bcv-social,10.9,Advertising & Marketing,2010,148
https://www.inc.com/profile/tricap-residential-group,15.7,Real Estate,2007,50
https://www.inc.com/profile/netx-information-systems,17.8,IT Management,1997,20
https://www.inc.com/profile/experion-technologies,3.6,Software,2010,9
https://www.inc.com/profile/true-inspection-services,7.1,Engineering,2007,28
https://www.inc.com/profile/master-medical-equipment,8,Health,2011,13
https://www.inc.com/profile/greenway-insurance,4.8,Insurance,2007,22
https://www.inc.com/profile/prolific-interactive,22.9,Software,2009,105
https://www.inc.com/profile/berry-law-firm,7.5,Consumer Products & Services,1965,60
https://www.inc.com/profile/dealer-world,2.9,Advertising & Marketing,2009,23
https://www.inc.com/profile/marketing-doctor,4.1,Advertising & Marketing,2003,14
https://www.inc.com/profile/petrelli-previtera-schimmel,2.7,Consumer Products & Services,2004,13
https://www.inc.com/profile/modus-create,15.8,Software,2011,170
https://www.inc.com/profile/miracle-mile-advisors,9.2,Financial Services,2007,23
https://www.inc.com/profile/elev8-hire-solutions,2.7,Human Resources,2013,16
https://www.inc.com/profile/ncwc,195.8,Advertising & Marketing,1993,54
https://www.inc.com/profile/nealneal-team,2.5,Real Estate,2010,5
https://www.inc.com/profile/a1c-partners,8.8,Government Services,2004,25
https://www.inc.com/profile/homeland-manufacturing-services,3.2,Manufacturing,2011,25
https://www.inc.com/profile/intech-trailers,35.3,Manufacturing,2010,138
https://www.inc.com/profile/alku,205.7,Business Products & Services,2008,229
https://www.inc.com/profile/fit-my-feet-orthotic-lab-and-shoes,2.2,Retail,2013,22
https://www.inc.com/profile/instasize,14.4,Software,2012,42
https://www.inc.com/profile/kahn-media,3,Advertising & Marketing,2008,24
https://www.inc.com/profile/dohardmoneycom,6,Real Estate,2010,NA
https://www.inc.com/profile/appreciation-financial,27.7,Financial Services,2009,NA
https://www.inc.com/profile/monogram-windows-and-doors,29.4,Construction,2010,40
https://www.inc.com/profile/new-vision,3,Software,2004,24
https://www.inc.com/profile/biomedical-research-laboratories,6.5,Consumer Products & Services,2009,14
https://www.inc.com/profile/cambria-solutions,35.9,Government Services,2003,103
https://www.inc.com/profile/sts-international,83.9,Government Services,1992,153
https://www.inc.com/profile/globo,16.8,Business Products & Services,2009,40
https://www.inc.com/profile/south-bay-hot-yoga,2,Consumer Products & Services,2014,85
https://www.inc.com/profile/unity-fi-solutions,8.6,Software,1999,18
https://www.inc.com/profile/skaled-consulting,2.9,Business Products & Services,2013,38
https://www.inc.com/profile/the-network-pro,6.3,IT Management,2003,33
https://www.inc.com/profile/aspen-exteriors,17.9,Construction,2002,21
https://www.inc.com/profile/maxey-trailers-mfg,40.4,Manufacturing,1999,150
https://www.inc.com/profile/clark-bros,43.3,Construction,1962,85
https://www.inc.com/profile/metro-stars-gymnastics,3.4,Education,2006,97
https://www.inc.com/profile/aerospace-quality-research-and-development,9.6,Engineering,2009,37
https://www.inc.com/profile/blink-fitness,132.1,Consumer Products & Services,2011,"1,832"
https://www.inc.com/profile/digital-pi,8.1,Advertising & Marketing,2013,NA
https://www.inc.com/profile/mobile-outfitters,12.2,Consumer Products & Services,2007,27
https://www.inc.com/profile/threat-tec,12.3,Government Services,2012,45
https://www.inc.com/profile/APS-Payments,11.3,Financial Services,2006,NA
https://www.inc.com/profile/cs-recruiting,5.5,Human Resources,2011,NA
https://www.inc.com/profile/feury-image-group,16.2,Advertising & Marketing,1995,50
https://www.inc.com/profile/lido-advisors,14.3,Financial Services,1999,54
https://www.inc.com/profile/rnn-group,9.3,Financial Services,2012,57
https://www.inc.com/profile/tfs,14.6,Construction,1999,109
https://www.inc.com/profile/choice-merchant-solutions,7.8,Financial Services,2008,18
https://www.inc.com/profile/all-pro-security,3.8,Security,2006,122
https://www.inc.com/profile/streamline,44.8,Real Estate,2008,62
https://www.inc.com/profile/salas-obrien,100.5,Engineering,1975,525
https://www.inc.com/profile/vinyl-me-please,12.4,Consumer Products & Services,2012,23
https://www.inc.com/profile/klein-hall-cpas,4.7,Financial Services,2002,32
https://www.inc.com/profile/touchstone-merchandise-group,44.3,Consumer Products & Services,1996,87
https://www.inc.com/profile/deg,63.8,Advertising & Marketing,1999,320
https://www.inc.com/profile/phobio,90.1,Software,2010,NA
https://www.inc.com/profile/kitchensearchcom,3.6,Construction,2014,14
https://www.inc.com/profile/transportation-impact,24.5,Logistics & Transportation,2008,NA
https://www.inc.com/profile/great-waters-financial,9.3,Financial Services,2012,36
https://www.inc.com/profile/fcm,63.9,Business Products & Services,2014,40
https://www.inc.com/profile/momentum-solutionz,5.3,IT System Development,2012,18
https://www.inc.com/profile/perceptyx,24.8,Human Resources,2003,130
https://www.inc.com/profile/info-way-solutions,7.5,Human Resources,2012,120
https://www.inc.com/profile/interimage,24.7,Government Services,1996,112
https://www.inc.com/profile/vitalware,14,Health,2011,105
https://www.inc.com/profile/tundraland-home-improvements,42.3,Construction,2009,200
https://www.inc.com/profile/rmg-media,4.7,Advertising & Marketing,2013,45
https://www.inc.com/profile/coconut-condos,4.2,Travel & Hospitality,2011,9
https://www.inc.com/profile/payday-payroll-resources,2.9,Business Products & Services,2010,17
https://www.inc.com/profile/broadline-components,2.6,Business Products & Services,2008,10
https://www.inc.com/profile/appogee,19.4,Computer Hardware,2008,13
https://www.inc.com/profile/prominent-construction,5.5,Construction,2011,10
https://www.inc.com/profile/sei-new-york,7,Business Products & Services,2013,21
https://www.inc.com/profile/cipher-tech-solutions,8,Government Services,2006,43
https://www.inc.com/profile/delta-solutions-strategies,12.1,Government Services,2000,88
https://www.inc.com/profile/applied-technology-services,27.1,Government Services,2001,16
https://www.inc.com/profile/zochnet,2.6,Telecommunications,2003,24
https://www.inc.com/profile/itouchlesscom,14.6,Consumer Products & Services,2004,25
https://www.inc.com/profile/rain-city-capital,13.7,Financial Services,2009,33
https://www.inc.com/profile/greenland-america,188.1,Business Products & Services,1996,36
https://www.inc.com/profile/Integrated-Dermatology,107.9,Health,2004,940
https://www.inc.com/profile/computer-overhauls,4.8,Consumer Products & Services,2005,10
https://www.inc.com/profile/staylisted,3.5,Advertising & Marketing,2013,52
https://www.inc.com/profile/validation-associates,12,IT Management,2012,130
https://www.inc.com/profile/north-pacific-industries,4.2,Business Products & Services,2009,11
https://www.inc.com/profile/whois-api,3.1,Business Products & Services,2011,1
https://www.inc.com/profile/corsis,5.1,Software,1993,22
https://www.inc.com/profile/techfino,2.2,Business Products & Services,2014,NA
https://www.inc.com/profile/proconstruction,12.4,Construction,2011,NA
https://www.inc.com/profile/maximum-games,58.7,Consumer Products & Services,2009,51
https://www.inc.com/profile/hstpathways,14.4,Software,2005,73
https://www.inc.com/profile/bar-all,19.8,Health,2014,48
https://www.inc.com/profile/bounteous,45.8,IT System Development,2003,342
https://www.inc.com/profile/culture-studio,12.2,Consumer Products & Services,2008,150
https://www.inc.com/profile/diamondback-truck-covers,14.1,Manufacturing,2003,67
https://www.inc.com/profile/eight-bit-studios,5.1,Software,2008,40
https://www.inc.com/profile/clickdimensions,37,Software,2010,174
https://www.inc.com/profile/altura-engineering-design,4.9,Engineering,2013,35
https://www.inc.com/profile/freedom-capital,2.3,Consumer Products & Services,2008,18
https://www.inc.com/profile/alarm-grid,3.5,Security,2012,15
https://www.inc.com/profile/precision-precast-erectors,9.8,Construction,2008,20
https://www.inc.com/profile/boxwell-southwest,3,Construction,2008,3
https://www.inc.com/profile/tlc-associates,47,Business Products & Services,2007,1982
https://www.inc.com/profile/e-volve-systems,4.8,Engineering,2010,23
https://www.inc.com/profile/cogent-analytics,12.2,Business Products & Services,2014,110
https://www.inc.com/profile/mks2-technologies,6.5,Government Services,2008,86
https://www.inc.com/profile/hoss-industrial,2.6,Business Products & Services,2014,21
https://www.inc.com/profile/healthcare-it-leaders,78.3,Health,2011,170
https://www.inc.com/profile/rekruiters,9.1,Human Resources,2012,21
https://www.inc.com/profile/stoneridge-software,26.6,Software,2012,130
https://www.inc.com/profile/centex-technologies,3,IT System Development,2006,54
https://www.inc.com/profile/platinum-realty,33.9,Real Estate,2005,17
https://www.inc.com/profile/phoenix-marketing-international,85.4,Advertising & Marketing,1999,371
https://www.inc.com/profile/best-deal-car-service,2.9,Logistics & Transportation,1987,NA
https://www.inc.com/profile/survwest,6.3,Engineering,2009,42
https://www.inc.com/profile/swarm,16.5,Advertising & Marketing,2014,62
https://www.inc.com/profile/nebo,20.2,Advertising & Marketing,2004,100
https://www.inc.com/profile/i3,69.8,Government Services,2007,451
https://www.inc.com/profile/marshall-scientific,3.4,Health,2012,10
https://www.inc.com/profile/jsl-technologies,29.8,Government Services,2008,290
https://www.inc.com/profile/lux-catering-events,6,Food & Beverage,1995,NA
https://www.inc.com/profile/above-all-transportation-boston-car-service,12,Logistics & Transportation,1988,92
https://www.inc.com/profile/durante-rentals,37.1,Construction,2009,107
https://www.inc.com/profile/morgan-li,47.6,Manufacturing,2009,200
https://www.inc.com/profile/the-junkluggers,13,Environmental Services,2006,62
https://www.inc.com/profile/framework-solutions,4.1,Business Products & Services,2000,39
https://www.inc.com/profile/chief-outsiders,12.8,Advertising & Marketing,2009,68
https://www.inc.com/profile/arcadiaio,35.4,Health,2002,200
https://www.inc.com/profile/rockwell-partners,30.5,Real Estate,2009,50
https://www.inc.com/profile/cleanlife-led,6.6,Manufacturing,2011,15
https://www.inc.com/profile/gorgo-group,23.7,Business Products & Services,1979,200
https://www.inc.com/profile/vigilant-global-trade-services,6,Business Products & Services,2007,65
https://www.inc.com/profile/xtelligent-healthcare-media,4.1,Advertising & Marketing,2012,25
https://www.inc.com/profile/acquisitionsandrenewalscom,13.7,Telecommunications,2007,2
https://www.inc.com/profile/visual-connections,25.6,Government Services,2007,75
https://www.inc.com/profile/webit-services,2.5,IT Management,1996,11
https://www.inc.com/profile/calichi-design-group,2,Engineering,2009,12
https://www.inc.com/profile/rescue-the-behavior-change-agency,67.8,Advertising & Marketing,2005,197
https://www.inc.com/profile/budget-dumpster,68.3,Environmental Services,2009,160
https://www.inc.com/profile/riverside-payments,9.6,Business Products & Services,2014,91
https://www.inc.com/profile/bellwether-asset-management,10.7,Real Estate,2013,37
https://www.inc.com/profile/mobilewalla,8.8,Software,2013,81
https://www.inc.com/profile/cantey-technology,7.9,IT Management,2007,55
https://www.inc.com/profile/hhaexchange,25,Health,2008,289
https://www.inc.com/profile/the-saywitz-company,14.5,Real Estate,1994,48
https://www.inc.com/profile/bayone-solutions,39.6,IT Management,2012,225
https://www.inc.com/profile/smarterhq,8.9,Software,2010,73
https://www.inc.com/profile/openwater-software,4,Software,2007,26
https://www.inc.com/profile/g-adventures,92.8,Travel & Hospitality,1990,650
https://www.inc.com/profile/plenus-group,28.4,Manufacturing,2002,87
https://www.inc.com/profile/medical-weight-loss-by-healthogenics,3.1,Health,2007,18
https://www.inc.com/profile/insureyourcompanycom,4.9,Insurance,2001,24
https://www.inc.com/profile/simon-transport,8.3,Logistics & Transportation,2004,39
https://www.inc.com/profile/beverly-hills-rejuvenation-center,15.9,Health,2005,78
https://www.inc.com/profile/smartsites,4.9,Advertising & Marketing,2011,81
https://www.inc.com/profile/transportation-and-logistical-services,12.8,Logistics & Transportation,2003,NA
https://www.inc.com/profile/logistics-plus,195.7,Logistics & Transportation,1996,255
https://www.inc.com/profile/search-solution-group,8.8,Human Resources,2002,69
https://www.inc.com/profile/meriwether-tharp,9.7,Consumer Products & Services,1998,91
https://www.inc.com/profile/cit,60.5,Business Products & Services,1995,1125
https://www.inc.com/profile/elements-massage,21.8,Health,2006,69
https://www.inc.com/profile/renatus,26.5,Education,2011,17
https://www.inc.com/profile/parkmobile,26.7,Software,2008,126
https://www.inc.com/profile/ikeyless,66.8,Manufacturing,2002,425
https://www.inc.com/profile/vlk-architects,46.2,Construction,1984,154
https://www.inc.com/profile/katom-restaurant-supply,152.3,Business Products & Services,1982,160
https://www.inc.com/profile/royal-vending,3.3,Food & Beverage,2006,17
https://www.inc.com/profile/wle,20.3,Construction,2003,240
https://www.inc.com/profile/quality-engineering-surveying,5.7,Engineering,2009,51
https://www.inc.com/profile/keeping-current-matters,4.4,Business Products & Services,2007,19
https://www.inc.com/profile/homecare-connect,33.1,Insurance,2011,58
https://www.inc.com/profile/mission-driven-research,3.4,Government Services,2012,NA
https://www.inc.com/profile/brown-parker-demarinis-advertising,35,Advertising & Marketing,2002,46
https://www.inc.com/profile/lendr,16.5,Financial Services,2011,38
https://www.inc.com/profile/flow-right-plumbing-heating-cooling,8.1,Construction,2008,62
https://www.inc.com/profile/erben-associates,3.6,Financial Services,1992,8
https://www.inc.com/profile/ameripharma,31.7,Health,2006,66
https://www.inc.com/profile/first-national-title-insurance-company,115,Insurance,2012,28
https://www.inc.com/profile/ripple,NA,"San Francisco, CA ",30,NA
https://www.inc.com/profile/twg-security,4,Security,2007,19
https://www.inc.com/profile/db-precision-cutting-and-manufacturing,3.7,Manufacturing,2014,24
https://www.inc.com/profile/triumph-services,3.2,Human Resources,2008,35
https://www.inc.com/profile/gant-systems,2.9,IT Management,2007,20
https://www.inc.com/profile/studio98,3.4,Advertising & Marketing,2007,24
https://www.inc.com/profile/boomsourcing,12,Business Products & Services,2007,645
https://www.inc.com/profile/birddoghr,9.7,Software,1997,70
https://www.inc.com/profile/texadia-systems,10.2,Engineering,2013,39
https://www.inc.com/profile/thomastech,7.2,Computer Hardware,2007,21
https://www.inc.com/profile/roi-healthcare-solutions,53,Health,1999,75
https://www.inc.com/profile/output,7.8,Software,2013,NA
https://www.inc.com/profile/cte-logistics,12.6,Logistics & Transportation,2009,30
https://www.inc.com/profile/level-access,24.1,Software,1997,166
https://www.inc.com/profile/california-caregivers-home-healthcare,7,Health,2012,NA
https://www.inc.com/profile/excella-consulting,71.3,IT System Development,2002,300
https://www.inc.com/profile/how-to-manage-a-small-law-firm,11,Business Products & Services,2009,32
https://www.inc.com/profile/the-auxiliary-group,18.1,Logistics & Transportation,2009,18
https://www.inc.com/profile/weisser-distributing,65.1,Consumer Products & Services,1978,145
https://www.inc.com/profile/snap-agency,2.4,Advertising & Marketing,2010,NA
https://www.inc.com/profile/american-insurance-organization,29.5,Insurance,2005,60
https://www.inc.com/profile/mayvin,26.3,Government Services,2008,145
https://www.inc.com/profile/sustainable-restaurant-group,15.3,Food & Beverage,2008,305
https://www.inc.com/profile/the-sheppard,8,Advertising & Marketing,2007,18
https://www.inc.com/profile/wheelhouse-dmg,6.3,Advertising & Marketing,2010,44
https://www.inc.com/profile/alpha-paving-industries,29.9,Construction,2012,90
https://www.inc.com/profile/greenbanana-seo,6.3,Advertising & Marketing,2009,18
https://www.inc.com/profile/singleton-enterprises,3.5,Construction,1995,17
https://www.inc.com/profile/engage-peo,32.7,Human Resources,2011,151
https://www.inc.com/profile/delta-defense,71.2,Media,2003,260
https://www.inc.com/profile/developintelligence,8.1,Education,2003,20
https://www.inc.com/profile/roofcare,8.7,Construction,2008,82
https://www.inc.com/profile/select-security,43.8,Security,2003,350
https://www.inc.com/profile/truepoint-communications,2.6,Advertising & Marketing,2006,NA
https://www.inc.com/profile/sketchdeck,3.6,Software,2014,18
https://www.inc.com/profile/tiempo-development,20.9,Software,2005,386
https://www.inc.com/profile/connectpay,5.1,Business Products & Services,2008,57
https://www.inc.com/profile/promoboxx,7.4,Advertising & Marketing,2010,65
https://www.inc.com/profile/pondurance,7.4,IT Management,2008,54
https://www.inc.com/profile/four-foods-group,181.4,Food & Beverage,2009,4500
https://www.inc.com/profile/advanced-flooring,20,Construction,2013,18
https://www.inc.com/profile/filterworks-usa,14.3,Business Products & Services,1988,35
https://www.inc.com/profile/fonteva,19.8,Software,2010,150
https://www.inc.com/profile/fors-marsh-group,47.9,Government Services,2002,215
https://www.inc.com/profile/the-nines,2.7,Retail,2013,17
https://www.inc.com/profile/hmt-associates,9.6,Advertising & Marketing,2002,54
https://www.inc.com/profile/us-patriot,68.6,Retail,2000,295
https://www.inc.com/profile/nlogic,48.5,Government Services,2005,NA
https://www.inc.com/profile/docmation,9.7,IT System Development,2011,79
https://www.inc.com/profile/patriot-pool-and-spa,2.9,Consumer Products & Services,2006,34
https://www.inc.com/profile/downtown-catering-company,2.2,Food & Beverage,2003,90
https://www.inc.com/profile/powerreviews,25.4,Software,2006,161
https://www.inc.com/profile/local-marketing-solutions-group,5.6,Advertising & Marketing,2012,47
https://www.inc.com/profile/evans,16.1,Government Services,1994,60
https://www.inc.com/profile/design-extensions,2,Advertising & Marketing,1999,14
https://www.inc.com/profile/bold-construction,8.7,Construction,1997,17
https://www.inc.com/profile/reedtms-logistics,205.3,Logistics & Transportation,1996,300
https://www.inc.com/profile/sales-empowerment-group,5.8,Business Products & Services,2009,65
https://www.inc.com/profile/marksys,31.2,Advertising & Marketing,2011,64
https://www.inc.com/profile/it-support-ri,2.3,IT Management,2002,16
https://www.inc.com/profile/excel-services,28.3,Construction,2006,122
https://www.inc.com/profile/keyser,10.6,Real Estate,2013,50
https://www.inc.com/profile/cutting-edge-countertops,23.4,Construction,2006,191
https://www.inc.com/profile/aventri,29.6,Software,2008,380
https://www.inc.com/profile/erus-energy,54.8,Energy,2004,240
https://www.inc.com/profile/accucomp-appraisal-services,5.8,Real Estate,2011,6
https://www.inc.com/profile/envisage,6.2,IT Management,2010,45
https://www.inc.com/profile/buzz-franchise-brands,18.7,Consumer Products & Services,2012,26
https://www.inc.com/profile/kyriba,113.4,Software,2000,627
https://www.inc.com/profile/schaal-plumbing-heating-cooling,10.6,Construction,1956,47
https://www.inc.com/profile/southeast-veterinary-neurology,7.4,Consumer Products & Services,2010,55
https://www.inc.com/profile/upper-edge-technologies,3.7,Consumer Products & Services,2011,44
https://www.inc.com/profile/spire-digital,12.4,Software,1998,77
https://www.inc.com/profile/epic-insurance-brokers-consultants,393.3,Insurance,2007,1330
https://www.inc.com/profile/axiom-eco-pest-control,5.4,Consumer Products & Services,2008,46
https://www.inc.com/profile/fedbiz-it-solutions,58.6,Government Services,2011,NA
https://www.inc.com/profile/local-loyalty-marketing-solutions-nc,2.1,Advertising & Marketing,2010,23
https://www.inc.com/profile/edge,35.6,Consumer Products & Services,2008,326
https://www.inc.com/profile/alpha-premier,2.6,Construction,2014,4
https://www.inc.com/profile/jack-browns-joint,16.1,Food & Beverage,2009,325
https://www.inc.com/profile/sandler-partners,90.7,Telecommunications,2003,66
https://www.inc.com/profile/engeniusmicro,2.9,Government Services,2007,18
https://www.inc.com/profile/enscicon,13.8,Engineering,1994,145
https://www.inc.com/profile/janus-international-group,484,Manufacturing,2002,1098
https://www.inc.com/profile/kumparison,3.4,Advertising & Marketing,2011,20
https://www.inc.com/profile/rxnt,15.5,Software,1999,50
https://www.inc.com/profile/milemark-media,2.9,Advertising & Marketing,2014,NA
https://www.inc.com/profile/sleepquest,12.6,Health,1993,75
https://www.inc.com/profile/cardiosolution,21.9,Health,2011,124
https://www.inc.com/profile/abenity,7.1,Business Products & Services,2007,25
https://www.inc.com/profile/echo-health,148.6,Health,1997,92
https://www.inc.com/profile/rank-crankers,2.1,Advertising & Marketing,2009,22
https://www.inc.com/profile/mojo-media-labs,2,Advertising & Marketing,2007,21
https://www.inc.com/profile/engelke-construction-solutions,45.8,Construction,2002,59
https://www.inc.com/profile/silverline,50.5,IT System Development,2009,299
https://www.inc.com/profile/heartsmartcom,28.9,Health,2010,16
https://www.inc.com/profile/xyngular,111.5,Consumer Products & Services,2009,141
https://www.inc.com/profile/collabralink-technologies,45.3,Government Services,2009,267
https://www.inc.com/profile/score-a-score,4.2,Media,2010,7
https://www.inc.com/profile/apic-solutions,16.5,Construction,2012,132
https://www.inc.com/profile/portable-oxygen-solutions,2.6,Health,2013,5
https://www.inc.com/profile/agile-velocity,6.6,Business Products & Services,2010,15
https://www.inc.com/profile/reflex-sales-group,8.9,Business Products & Services,2011,4
https://www.inc.com/profile/oac-services,30.6,Construction,1955,145
https://www.inc.com/profile/culinary-eye-catering-and-events,3.9,Food & Beverage,2010,124
https://www.inc.com/profile/payroll4constructioncom,11,Financial Services,2006,52
https://www.inc.com/profile/great-hire,14.2,Human Resources,2012,15
