page_url,revenue_millions,industry,year_founded,employees,website,Revenue,3 Years Growth,Traffic Overview,% Search Traffic,Is Homepage Secure?,id
https://www.inc.com/profile/solvegy,2.7,IT Management,2014,6,solvegy.com,2.7 M,655%,50000,100.00%,Not Secure,660
https://www.inc.com/profile/spruce-infotech,6.6,IT Management,2011,48,spruceinfotech.com,6.6 M,655%,50000,NA,Not Secure,661
https://www.inc.com/profile/smart-city-locating,13.2,Real Estate,2013,105,smartcitylocating.com,13.2 M,653%,NA,78.32%,Secure,662
https://www.inc.com/profile/the-cabana-group,2.6,Financial Services,2008,21,thecabanagroup.com,2.6 M,652%,50000,16.99%,Secure,663
https://www.inc.com/profile/ideal-concepts,14.1,Insurance,2005,60,idealconcepts.com,14.1 M,651%,50000,43.45%,Not Secure,664
https://www.inc.com/profile/vividcortex,5.2,Software,2012,41,vividcortex.com,5.2 M,650%,NA,50.88%,Secure,665
https://www.inc.com/profile/green-threads,2.3,IT System Development,2014,11,greenthreadsllc.com,2.3 M,648%,50000,NA,Not Secure,666
https://www.inc.com/profile/c-evans-consulting,2.1,Human Resources,2015,17,cevansconsulting.com,2.1 M,647%,50000,NA,Secure,667
https://www.inc.com/profile/village-realty,5.2,Real Estate,2014,10,vratl.com,5.2 M,644%,50000,4.65%,Secure,668
https://www.inc.com/profile/be-social,6.3,Advertising & Marketing,2011,NA,besocialpr.com,6.3 M,644%,50000,67.48%,Secure,669
https://www.inc.com/profile/incorporate-massage,2.5,Business Products & Services,2014,"1,024",incorporatemassage.com,2.5 M,644%,50000,32.51%,Secure,670
https://www.inc.com/profile/shr-consulting-group,14.9,IT System Development,2012,61,shrgroupllc.com,14.9 M,643%,50000,100.00%,Secure,671
https://www.inc.com/profile/insticator,8.9,Advertising & Marketing,2012,NA,insticator.com,8.9 M,643%,NA,8.64%,Secure,672
https://www.inc.com/profile/ardent-pest-control,4.2,Consumer Products & Services,2013,60,ardentpest.com,4.2 M,642%,50000,97.63%,Not Secure,673
https://www.inc.com/profile/relief-factor,17.3,Retail,2015,18,relieffactor.com,17.3 M,640%,NA,52.31%,Secure,674
https://www.inc.com/profile/aura-financial-corporation,49.4,Financial Services,2012,161,myaura.com,49.4 M,640%,50000,43.10%,Secure,675
https://www.inc.com/profile/emerald-pools-and-spas,5.6,Consumer Products & Services,2000,9,emeraldpoolandspa.com,5.6 M,640%,50000,100.00%,Secure,676
https://www.inc.com/profile/vydia,14.2,Media,2013,49,vydia.com,14.2 M,636%,NA,40.90%,Secure,677
https://www.inc.com/profile/emergent-method,8.3,Business Products & Services,2012,29,emergentmethod.com,8.3 M,635%,NA,32.00%,Secure,678
https://www.inc.com/profile/mbco-engineering,3,Engineering,2015,31,mbcoengineering.com,3 M,634%,NA,NA,Secure,679
https://www.inc.com/profile/concealfab-corporation,13.7,Telecommunications,2007,96,concealfab.com,13.7 M,634%,50000,51.92%,Secure,680
https://www.inc.com/profile/capstone-technologies,12.4,Business Products & Services,1999,29,captechno.com,12.4 M,633%,50000,NA,Not Secure,681
https://www.inc.com/profile/evolution-event-solutions,4.9,Travel & Hospitality,2012,8,evolutioneventsolutions.com,4.9 M,632%,50000,100.00%,Secure,682
https://www.inc.com/profile/patient-care-coordination,4.2,Health,2014,47,patientcarecoordination.org,4.2 M,631%,50000,NA,Secure,683
https://www.inc.com/profile/sun-mountain,6.6,Engineering,2014,45,sunmountain.us,6.6 M,630%,NA,NA,Secure,684
https://www.inc.com/profile/chromebookpartscom,9.2,Computer Hardware,2014,NA,chromebookparts.com,9.2 M,627%,50000,74.06%,Not Secure,685
https://www.inc.com/profile/ad-victoriam-solutions,7.7,Business Products & Services,2014,55,advictoriamsolutions.com,7.7 M,626%,50000,43.67%,Secure,686
https://www.inc.com/profile/acliviti,4.8,Telecommunications,2015,10,acliviti.com,4.8 M,626%,50000,NA,Secure,687
https://www.inc.com/profile/talent-solvers,2.2,Human Resources,2014,15,talentsolvers.com,2.2 M,626%,3000000,24.64%,Secure,688
https://www.inc.com/profile/retention-science-resci,9.9,Software,2013,48,retentionscience.com,9.9 M,625%,50000,26.06%,Secure,689
https://www.inc.com/profile/hotel-rehabs,13.9,Construction,2010,24,hotelrehabs.com,13.9 M,624%,50000,69.81%,Secure,690
https://www.inc.com/profile/ibotta,157.1,Consumer Products & Services,2012,516,ibotta.com,157.1 M,623%,NA,39.92%,Secure,691
https://www.inc.com/profile/foundation-software-group,2.9,Software,2011,19,foundationsg.com,2.9 M,623%,50000,NA,Secure,692
https://www.inc.com/profile/cansource,18.5,Food & Beverage,2012,58,cansource.com,18.5 M,622%,50000,76.67%,Secure,693
https://www.inc.com/profile/medtrust-medical-transport,12.1,Health,2012,218,ridemedtrust.com,12.1 M,622%,50000,100.00%,Secure,694
https://www.inc.com/profile/123-home-care,16.7,Health,2013,75,123homecares.com,16.7 M,621%,50000,75.18%,Secure,695
https://www.inc.com/profile/sparkorange,2,Business Products & Services,2013,21,sparkorange.net,2 M,621%,50000,72.50%,Secure,696
https://www.inc.com/profile/zoom-video-communications,151.5,Software,2011,"1,700",zoom.com,151.5 M,619%,NA,7.38%,Secure,697
https://www.inc.com/profile/xcaliber-solutions,9.6,Business Products & Services,2009,15,xcaliber-solutions.com,9.6 M,617%,50000,NA,Secure,698
https://www.inc.com/profile/piano,11.3,Software,2010,NA,piano.io,11.3 M,617%,NA,6.98%,Secure,699
https://www.inc.com/profile/prespro-homes,9,Construction,2009,15,prespro.com,9 M,617%,50000,NA,Secure,700
https://www.inc.com/profile/kruze-consulting,5.5,Financial Services,2012,34,kruzeconsulting.com,5.5 M,617%,50000,45.90%,Not Secure,701
https://www.inc.com/profile/the-auto-cave,18.6,Retail,2014,30,theautocave.com,18.6 M,616%,50000,51.02%,Secure,702
https://www.inc.com/profile/funworks,6,Advertising & Marketing,2015,20,howfunworks.com,6 M,614%,50000,28.30%,Secure,703
https://www.inc.com/profile/sevan-multi-site-solutions,101.3,Construction,2011,437,sevansolutions.com,101.3 M,613%,50000,30.87%,Secure,704
https://www.inc.com/profile/qubole,30.8,IT System Development,2011,353,qubole.com,30.8 M,613%,NA,38.36%,Secure,705
https://www.inc.com/profile/gather-workspaces,2.2,Business Products & Services,2014,9,workatgather.com,2.2 M,613%,50000,59.89%,Secure,706
https://www.inc.com/profile/ohio-cashflow,3.6,Real Estate,2014,10,ohiocashflow.com,3.6 M,612%,50000,69.91%,Secure,707
https://www.inc.com/profile/vsa,4.6,Business Products & Services,2001,104,vsaprospecting.com,4.6 M,612%,50000,9.46%,Secure,708
https://www.inc.com/profile/stadiumred-group,4.1,Advertising & Marketing,2007,40,stadiumred.com,4.1 M,611%,50000,71.84%,Secure,709
https://www.inc.com/profile/acuity-surgical,8.8,Health,2014,13,acuitysurgical.com,8.8 M,608%,50000,NA,Not Secure,710
https://www.inc.com/profile/evans-industrial,5.5,Construction,2008,86,evans-industrial.com,5.5 M,607%,50000,NA,Secure,711
https://www.inc.com/profile/mi-one-brands,18.3,Consumer Products & Services,2009,40,smokingvapor.com,18.3 M,607%,NA,65.49%,Secure,712
https://www.inc.com/profile/gather,8.6,Software,2013,115,gatherhere.com,8.6 M,606%,NA,5.14%,Secure,713
https://www.inc.com/profile/fp-property-restoration,12.4,Construction,2011,59,optionalpha.com,3.8 M,605%,NA,42.26%,Secure,714
https://www.inc.com/profile/fp-property-restoration,12.4,Construction,2011,59,fprestoration.com,12.4 M,604%,50000,NA,Secure,715
https://www.inc.com/profile/fp-property-restoration,12.4,Construction,2011,59,optionalpha.com,3.8 M,605%,NA,42.26%,Secure,714
https://www.inc.com/profile/fp-property-restoration,12.4,Construction,2011,59,fprestoration.com,12.4 M,604%,50000,NA,Secure,715
https://www.inc.com/profile/y7-studio,9.8,Consumer Products & Services,2013,NA,y7-studio.com,9.8 M,604%,50000,59.46%,Secure,716
https://www.inc.com/profile/empire-flippers,33.1,Business Products & Services,2012,58,empireflippers.com,33.1 M,604%,NA,40.35%,Secure,717
https://www.inc.com/profile/crossflow-technologies,2.9,Engineering,2012,17,crossflowtechnologies.com,2.9 M,603%,NA,NA,Secure,718
https://www.inc.com/profile/transworld-business-advisors---rocky-mountain,3.5,Financial Services,2013,NA,tworlddenver.com,3.5 M,602%,50000,26.74%,Secure,719
https://www.inc.com/profile/steward-partners-global-advisory,66.6,Financial Services,2013,192,stewardpartners.com,66.6 M,601%,50000,67.94%,Secure,720
https://www.inc.com/profile/appsflyer,92.7,Software,2011,493,appsflyer.com,92.7 M,599%,NA,17.23%,Secure,721
https://www.inc.com/profile/ruby-has-fulfillment,23.7,Logistics & Transportation,2011,140,rubyhas.com,23.7 M,599%,50000,58.79%,Secure,722
https://www.inc.com/profile/freed-marcroft,2,Financial Services,2012,NA,freedmarcroft.com,2 M,598%,50000,100.00%,Secure,723
https://www.inc.com/profile/broadleaf,14.4,Government Services,2009,156,broadleaf-inc.com,14.4 M,598%,50000,100.00%,Secure,724
https://www.inc.com/profile/reduce,32.6,Consumer Products & Services,2006,16,reduceeveryday.com,32.6 M,596%,50000,70.90%,Secure,725
https://www.inc.com/profile/my-home-group-real-estate,73.2,Real Estate,2005,"1,995",myhomegroup.com,73.2 M,593%,50000,71.75%,Secure,726
https://www.inc.com/profile/media-creek,2.3,Media,2009,21,mediacreek.net,2.3 M,592%,50000,NA,Secure,727
https://www.inc.com/profile/snap-mobile,30.2,Education,2014,375,snap-raise.com,30.2 M,592%,NA,8.21%,Secure,728
https://www.inc.com/profile/avionos,12.9,Business Products & Services,2014,47,avionos.com,12.9 M,592%,50000,45.10%,Secure,729
https://www.inc.com/profile/stratis-iot,3.9,Software,2013,52,stratisiot.com,3.9 M,592%,50000,60.19%,Not Secure,730
https://www.inc.com/profile/hookbang,2.5,Software,2012,14,hookbang.com,2.5 M,590%,50000,55.20%,Not Secure,731
https://www.inc.com/profile/excelhealth,6.9,Health,2009,9,ireliev.com,6.9 M,587%,50020,56.51%,Secure,732
https://www.inc.com/profile/blue-air-training,11.1,Government Services,2011,74,blueairtraining.com,11.1 M,587%,50000,NA,Secure,733
https://www.inc.com/profile/katydid,4.5,Consumer Products & Services,2004,8,katydidwholesale.com,4.5 M,587%,50000,10.21%,Secure,734
https://www.inc.com/profile/jle-industries,48.7,Logistics & Transportation,2012,325,jleindustries.com,48.7 M,587%,50000,5.44%,Secure,735
https://www.inc.com/profile/kipsu,6.1,Software,2011,58,kipsu.com,6.1 M,587%,NA,10.41%,Secure,736
https://www.inc.com/profile/urban-capital-group,4.2,Real Estate,2015,17,homebuyersofpittsburgh.com,4.2 M,586%,50000,NA,Not Secure,737
https://www.inc.com/profile/garage-champs,2.2,Advertising & Marketing,2012,25,garagechamps.com,2.2 M,584%,50000,7.60%,Secure,738
https://www.inc.com/profile/epic-personnel-partners,17.8,Human Resources,2013,"1,211",epicpp.com,17.8 M,583%,50000,NA,Secure,739
https://www.inc.com/profile/wayne-contracting,2.8,Construction,2014,4,waynecontracting.com,2.8 M,583%,NA,NA,Not Secure,740
https://www.inc.com/profile/k2-dental-arts,4.1,Health,2013,9,k2dentalarts.com,4.1 M,581%,50000,NA,Not Secure,741
https://www.inc.com/profile/v3gate,225.8,Government Services,2007,40,v3gate.com,225.8 M,581%,50000,NA,Secure,742
https://www.inc.com/profile/visiture,5.7,Advertising & Marketing,2008,75,visiture.com,5.7 M,579%,50000,68.93%,Secure,743
https://www.inc.com/profile/revunit,15.2,Business Products & Services,2012,100,revunit.com,15.2 M,579%,50000,43.30%,Secure,744
https://www.inc.com/profile/cme-lending-group,2.3,Financial Services,2014,NA,cmelending.com,2.3 M,578%,50000,NA,Not Secure,745
https://www.inc.com/profile/cira-infotech,11.4,IT Management,2005,92,cirainfotech.com,11.4 M,577%,50000,2.29%,Secure,746
https://www.inc.com/profile/tallgrass-freight-co,28.6,Logistics & Transportation,2012,15,tallgrassfreight.com,28.6 M,576%,50000,NA,Secure,747
https://www.inc.com/profile/anchor-loans,129.6,Financial Services,1998,NA,anchorloans.com,129.6 M,576%,50000,63.30%,Secure,748
https://www.inc.com/profile/springbot,9.3,Software,2012,112,springbot.com,9.3 M,573%,NA,5.65%,Secure,749
https://www.inc.com/profile/forward-financing,75.5,Financial Services,2012,NA,forwardfinancing.com,75.5 M,573%,50000,30.51%,Secure,750
https://www.inc.com/profile/weave-communications,23.7,Software,2008,296,getweave.com,23.7 M,572%,NA,25.87%,Not Secure,751
https://www.inc.com/profile/dr-squatch,5,Consumer Products & Services,2013,5,drsquatch.com,5 M,571%,NA,28.58%,Secure,752
https://www.inc.com/profile/dagger,5.7,Advertising & Marketing,2014,45,dagger.agency,5.7 M,571%,50000,100.00%,Not Secure,753
https://www.inc.com/profile/stukent,3.4,Education,2013,NA,stukent.com,3.4 M,570%,NA,15.82%,Secure,754
https://www.inc.com/profile/revived-exteriors,2.2,Construction,2011,10,revivedexteriors.com,2.2 M,567%,50000,NA,Secure,755
https://www.inc.com/profile/ienjoy,40.9,Consumer Products & Services,2011,88,ienjoyhome.com,40.9 M,567%,50000,59.34%,Not Secure,756
https://www.inc.com/profile/the-hiring-group,4.8,Human Resources,2014,NA,thehiringgroup.com,4.8 M,566%,50000,96.15%,Not Secure,757
https://www.inc.com/profile/sehlke-consulting,19.4,Government Services,2011,155,sehlkeconsulting.com,19.4 M,564%,50000,100.00%,Not Secure,758
https://www.inc.com/profile/intellectsoft,13.8,IT System Development,2007,NA,intellectsoft.net,13.8 M,563%,NA,55.17%,Secure,759
https://www.inc.com/profile/axiologic-solutions,39.3,Government Services,2009,105,axiologicsolutions.com,39.3 M,562%,50000,100.00%,Not Secure,760
https://www.inc.com/profile/skar-audio,10.9,Consumer Products & Services,2012,11,skaraudio.com,10.9 M,561%,NA,56.17%,Secure,761
https://www.inc.com/profile/amerikas,3.5,Business Products & Services,2013,6,amerikas.com,3.5 M,560%,50000,25.28%,Secure,762
https://www.inc.com/profile/clutch,8.1,Advertising & Marketing,2013,49,clutch.co,8.1 M,559%,NA,60.44%,Secure,763
https://www.inc.com/profile/the-garage-group,4.6,Business Products & Services,2010,25,thegaragegroup.com,4.6 M,558%,50000,84.71%,Not Secure,764
https://www.inc.com/profile/newswatch,2.6,Media,1989,28,newswatchtv.com,2.6 M,558%,50000,51.71%,Secure,765
https://www.inc.com/profile/warrior-media,14.6,Health,2012,33,warriormade.com,14.6 M,557%,NA,4.93%,Secure,766
https://www.inc.com/profile/unified-building-group,7.2,Construction,2012,10,unifiedbuildinggroup.com,7.2 M,557%,50000,NA,Secure,767
https://www.inc.com/profile/team-adhoc,5.1,Business Products & Services,2014,75,teamadhoc.com,5.1 M,556%,50000,100.00%,Secure,768
https://www.inc.com/profile/dynamo,5.6,Business Products & Services,2014,25,godynamo.co,5.6 M,555%,50000,59.58%,Not Secure,769
https://www.inc.com/profile/kaimetrix,5,Government Services,2013,29,kaimetrix.com,5 M,555%,50000,100.00%,Not Secure,770
https://www.inc.com/profile/dsd-merchandisers,25.4,Food & Beverage,1996,120,dsdmerchandisers.com,25.4 M,553%,50000,NA,Secure,771
https://www.inc.com/profile/synergy-home,4,Consumer Products & Services,2014,29,mysynergyhome.com,4 M,553%,50000,NA,Secure,772
https://www.inc.com/profile/rpm,172.5,Logistics & Transportation,2012,155,loadrpm.com,172.5 M,552%,50000,10.41%,Secure,773
https://www.inc.com/profile/adcellerant,14.3,Advertising & Marketing,2013,43,adcellerant.com,14.3 M,552%,50000,30.12%,Secure,774
https://www.inc.com/profile/branded-group,22.5,Construction,2014,76,branded-group.com,22.5 M,550%,50000,NA,Secure,775
https://www.inc.com/profile/us-business-funding,14.8,Financial Services,2008,50,usbfund.com,14.8 M,549%,50000,19.53%,Secure,776
https://www.inc.com/profile/shipex,114.5,Logistics & Transportation,2007,NA,shipex.com,114.5 M,548%,50000,77.99%,Not Secure,777
https://www.inc.com/profile/the-rx-advocates,2.3,Health,2013,18,patientassistanceprograms.com,2.3 M,548%,50000,100.00%,Not Secure,778
https://www.inc.com/profile/octane-energy,16.2,Energy,2013,75,octane-energy.com,16.2 M,547%,50000,100.00%,Secure,779
https://www.inc.com/profile/the-leads-network,6.3,Health,2003,12,theleadsnetwork.com,6.3 M,546%,50000,100.00%,Secure,780
https://www.inc.com/profile/trusource-consulting-group,5.7,Business Products & Services,2014,30,trusourcegroup.com,5.7 M,546%,50000,NA,Not Secure,781
https://www.inc.com/profile/jp-services,44.2,Construction,2011,105,jpservices.com,44.2 M,545%,50000,68.86%,Not Secure,782
https://www.inc.com/profile/blake-willson-group,2.3,Government Services,2013,17,blakewillsongroup.com,2.3 M,542%,50000,NA,Secure,783
https://www.inc.com/profile/CloudQ,11,IT System Development,2013,NA,syrainfotek.com,11 M,541%,50000,5.17%,Not Secure,784
https://www.inc.com/profile/natix,7.3,Business Products & Services,2012,7,natix.com,7.3 M,540%,50000,0.34%,Not Secure,785
https://www.inc.com/profile/indev,11.3,Government Services,2013,150,indev.com,11.3 M,539%,50000,NA,Not Secure,786
https://www.inc.com/profile/torklaw,8.4,Consumer Products & Services,2012,31,torklaw.com,8.4 M,538%,50000,61.54%,Secure,787
https://www.inc.com/profile/the-linked-strategies-group,2.2,Advertising & Marketing,2011,20,linkedstrategies.com,2.2 M,538%,50000,67.31%,Secure,788
https://www.inc.com/profile/health-recovery-solutions,6.3,Health,2012,46,healthrecoverysolutions.com,6.3 M,538%,50000,68.10%,Secure,789
https://www.inc.com/profile/foresight-wealth-management,3.5,Financial Services,2010,30,foresightmgt.com,3.5 M,536%,50000,43.16%,Secure,790
https://www.inc.com/profile/ingram-fire-protection,3.2,Construction,2013,13,ingramfire.com,3.2 M,535%,50000,NA,Secure,791
https://www.inc.com/profile/spatial-front,18.4,Government Services,2008,80,spatialfront.com,18.4 M,534%,NA,93.44%,Not Secure,792
https://www.inc.com/profile/bean-box,3,Retail,2014,NA,beanbox.com,3 M,534%,96310,49.45%,Secure,793
https://www.inc.com/profile/fifth-wheel-freight,35.6,Logistics & Transportation,2012,68,fifthwheelfreight.com,35.6 M,533%,NA,18.81%,Secure,794
https://www.inc.com/profile/us-cargo-link,5.7,Logistics & Transportation,2011,20,uscargolink.com,5.7 M,533%,NA,NA,Not Secure,795
https://www.inc.com/profile/ibex-it-business-experts,5.8,Government Services,2012,80,ibexexperts.com,5.8 M,531%,NA,56.26%,Secure,796
https://www.inc.com/profile/yoga-international,6.5,Media,2014,39,yogainternational.com,6.5 M,531%,1090000,51.88%,Secure,797
https://www.inc.com/profile/health-and-commerce,4.3,Advertising & Marketing,2015,16,healthandcommerce.com,4.3 M,531%,NA,NA,Secure,798
https://www.inc.com/profile/beauty-by-earth,6.4,Consumer Products & Services,2014,7,beautybyearth.com,6.4 M,528%,52530,76.51%,Secure,799
https://www.inc.com/profile/supplykick,23.6,Retail,2013,28,supplykick.com,23.6 M,527%,NA,82.45%,Secure,800
https://www.inc.com/profile/grillaholics,2.7,Retail,2014,3,grillaholics.com,2.7 M,527%,NA,40.87%,Secure,801
https://www.inc.com/profile/zamp-hr,146.8,Human Resources,2014,30,zamphr.com,146.8 M,527%,NA,30.93%,Secure,802
https://www.inc.com/profile/shepherd-search-group,7.2,Human Resources,2001,56,shepherdsg.com,7.2 M,526%,NA,NA,Not Secure,803
https://www.inc.com/profile/beautech-power-systems,84.7,Business Products & Services,2011,14,beautech.aero,84.7 M,526%,NA,NA,Secure,804
https://www.inc.com/profile/olly-pbc,75,Health,2015,60,olly.com,75 M,526%,96820,53.93%,Secure,805
https://www.inc.com/profile/cgc-consulting,18.1,Engineering,2009,124,cgcconsult.com,18.1 M,524%,NA,100.00%,Not Secure,806
https://www.inc.com/profile/fybercom,3.1,Telecommunications,2012,36,fybercom.net,3.1 M,523%,NA,3.18%,Not Secure,807
https://www.inc.com/profile/ametros,9.2,Health,2010,89,ametros.com,9.2 M,522%,NA,65.89%,Secure,808
https://www.inc.com/profile/greek-house,2.4,Consumer Products & Services,2013,24,greekhouse.org,2.4 M,522%,NA,56.20%,Secure,809
https://www.inc.com/profile/the-ricciardi-group,2.7,Advertising & Marketing,2014,10,thericciardigroup.com,2.7 M,522%,NA,39.78%,Not Secure,810
https://www.inc.com/profile/blackstone-fire-control,8.2,Construction,2014,43,blackstonefsi.com,8.2 M,519%,NA,NA,Secure,811
https://www.inc.com/profile/levementum,19.5,Business Products & Services,2006,103,levdigital.com,19.5 M,518%,NA,37.24%,Secure,812
https://www.inc.com/profile/key-tower,4.5,Telecommunications,2014,50,keytower.com,4.5 M,518%,NA,NA,Secure,813
https://www.inc.com/profile/kids-in-the-game,3.7,Education,2013,150,kidsinthegame.com,3.7 M,517%,NA,74.41%,Secure,814
https://www.inc.com/profile/hubb,4,Business Products & Services,2015,50,hubb.me,4 M,516%,NA,7.36%,Secure,815
https://www.inc.com/profile/body-del-sol-medical-spa,3.4,Retail,2010,10,bodydelsol.com,3.4 M,516%,NA,100.00%,Secure,816
https://www.inc.com/profile/xero-shoes,8.8,Consumer Products & Services,2010,33,xeroshoes.com,8.8 M,515%,41.92%,516630,Secure,817
https://www.inc.com/profile/bluecore,24.3,Advertising & Marketing,2013,179,bluecore.com,24.3 M,513%,773960,2.75%,Secure,818
https://www.inc.com/profile/valiant-residential,4.2,Real Estate,1974,211,valiantresidential.com,4.2 M,513%,NA,21.18%,Secure,819
https://www.inc.com/profile/flavors15,4.5,Manufacturing,2015,13,flavorsunited.com,4.5 M,512%,NA,34.25%,Secure,820
https://www.inc.com/profile/passport,21.7,Software,2010,218,passportinc.com,21.7 M,511%,NA,38.15%,Secure,821
https://www.inc.com/profile/integrative-physiatry,5.1,Health,2014,46,integrativephysiatry.com,5.1 M,510%,NA,50.20%,Secure,822
https://www.inc.com/profile/ipfolio,4.8,Software,2012,30,ipfolio.com,4.8 M,510%,NA,40.60%,Secure,823
https://www.inc.com/profile/southern-designs,5.1,Manufacturing,2008,NA,southerndesigns.net,5.1 M,509%,NA,NA,Not Secure,824
https://www.inc.com/profile/sabio-mobile,12.2,Advertising & Marketing,2014,50,www.sabiomobile.com,12.2 M,508%,NA,93.27%,Secure,825
https://www.inc.com/profile/tellenger,9.3,IT System Development,2007,15,tellenger.com,9.3 M,507%,NA,NA,Secure,826
https://www.inc.com/profile/kodiak-cakes,102.2,Food & Beverage,1995,63,kodiakcakes.com,102.2 M,506%,66.42%,114770,Secure,827
https://www.inc.com/profile/trellis,3.1,IT System Development,2012,51,trellis.co,3.1 M,504%,NA,69.54%,Secure,828
https://www.inc.com/profile/sgt-cleans-car-wash,5.5,Retail,2013,65,sgtclean.com,5.5 M,503%,NA,69.78%,Secure,829
https://www.inc.com/profile/coschedule,5.8,Software,2013,55,coschedule.com,5.8 M,502%,1350000,51.16%,Secure,830
https://www.inc.com/profile/merit321-launching-careers,2.9,Business Products & Services,2014,26,merit321.com,2.9 M,502%,NA,NA,Secure,831
https://www.inc.com/profile/freight-right-global-logistics,11.1,Logistics & Transportation,2007,16,freightright.com,11.1 M,502%,NA,100.00%,Not Secure,832
https://www.inc.com/profile/hqsoftware,3,Software,2001,NA,hqsoftwarelab.com,3 M,501%,NA,14.48%,Secure,833
https://www.inc.com/profile/bond-collective,11.6,Real Estate,2013,32,bondcollective.com,11.6 M,501%,NA,77.43%,Secure,834
https://www.inc.com/profile/bombas,100.8,Consumer Products & Services,2013,NA,bombas.com,100.8 M,2345%,NA,30.65%,Secure,166
https://www.inc.com/profile/bombas,100.8,Consumer Products & Services,2013,NA,bombas.com,100.8 M,2345%,949550,30.65%,Secure,835
https://www.inc.com/profile/applepie-capital,4.9,Financial Services,2014,42,applepiecapital.com,4.9 M,501%,NA,44.41%,Secure,836
https://www.inc.com/profile/carroll-organization,69.7,Real Estate,2004,850,carrollorg.com,69.7 M,500%,NA,26.97%,Secure,837
https://www.inc.com/profile/teschglobal,7,IT Management,2005,49,teschglobal.com,7 M,499%,NA,10.31%,Secure,838
https://www.inc.com/profile/zerobounce,3.5,Business Products & Services,2013,NA,zerobounce.net,3.5 M,499%,160300,35.40%,Secure,839
https://www.inc.com/profile/hubstaff,4.1,Software,2012,45,hubstaff.com,4.1 M,498%,2020000,25.18%,Secure,840
https://www.inc.com/profile/sei-chicago,5.4,Business Products & Services,2014,20,sei.com/chicago-office,4 M,498%,NA,38.24%,Secure,841
https://www.inc.com/profile/greenix-holdings,14.6,Environmental Services,2011,617,greenixpc.com,14.6 M,497%,NA,65.82%,Not Secure,842
https://www.inc.com/profile/flywheel,14.4,IT Management,2012,174,getflywheel.com,14.4 M,497%,1180000,42.33%,Secure,843
https://www.inc.com/profile/clear-touch,44.8,Business Products & Services,2012,34,getcleartouch.com,44.8 M,496%,NA,51.72%,Secure,844
https://www.inc.com/profile/critical-project-services,20,Construction,2009,50,cps-llc.com,20 M,495%,NA,55.94%,Not Secure,845
https://www.inc.com/profile/kaizen-media-group,14.5,Advertising & Marketing,2015,15,lifedaily.com,14.5 M,495%,1690000,71.41%,Not Secure,846
https://www.inc.com/profile/lyon-stahl-investment-real-estate,6.5,Real Estate,2014,53,lyonstahl.com,6.5 M,495%,NA,17.60%,Secure,847
https://www.inc.com/profile/wellbots,2.9,Consumer Products & Services,2014,NA,wellbots.com,2.9 M,495%,NA,39.68%,Secure,848
https://www.inc.com/profile/homeworks-energy,59.9,Energy,2012,366,homeworksenergy.com,59.9 M,494%,NA,21.38%,Secure,849
https://www.inc.com/profile/the-agency-texas,5.6,Real Estate,2013,75,theagencytexas.com,5.6 M,494%,NA,34.40%,Secure,850
https://www.inc.com/profile/hireology,21.4,Business Products & Services,2011,182,hireology.com,21.4 M,493%,856360,8.04%,Secure,851
https://www.inc.com/profile/omaze,27,Advertising & Marketing,2012,94,omaze.com,27 M,493%,2070000,9.04%,Secure,852
https://www.inc.com/profile/billy-gene-is-marketing,7.5,Advertising & Marketing,2015,24,billygeneismarketing.com,7.5 M,491%,NA,64.68%,Secure,853
https://www.inc.com/profile/baseballism,13,Retail,2012,115,baseballism.com,13 M,491%,153010,36.35%,Secure,854
https://www.inc.com/profile/changeis,14,Government Services,2009,86,changeis.com,14 M,490%,NA,NA,Not Secure,855
https://www.inc.com/profile/f3-mfg,17.2,Manufacturing,2010,156,f3mfg.com,17.2 M,490%,NA,NA,Not Secure,856
https://www.inc.com/profile/gimbal,32.6,Advertising & Marketing,2012,72,gimbal.com,32.6 M,489%,NA,55.17%,Secure,857
https://www.inc.com/profile/universal-windows-direct,105.6,Construction,2002,300,universalwindowsdirect.com,105.6 M,489%,125230,73.46%,Secure,858
https://www.inc.com/profile/cfol-international,3.2,Government Services,2009,8,cfolinternational.com,3.2 M,489%,NA,NA,Not Secure,859
https://www.inc.com/profile/vrc-metal-systems,11.2,Manufacturing,2013,55,vrcmetalsystems.com,11.2 M,488%,NA,89.43%,Not Secure,860
https://www.inc.com/profile/marketplace-ops,13.1,Advertising & Marketing,2014,68,marketplaceops.com,13.1 M,487%,NA,60.50%,Secure,861
https://www.inc.com/profile/walk-west,5.2,Advertising & Marketing,2007,NA,walkwest.com,5.2 M,487%,NA,80.42%,Secure,862
https://www.inc.com/profile/marketopia,5.4,Advertising & Marketing,2014,81,marketopia.com,5.4 M,486%,NA,6.48%,Secure,863
https://www.inc.com/profile/bb-beverage-management,2.7,Food & Beverage,2008,11,bnbbartending.com,2.7 M,486%,NA,59.15%,Secure,864
https://www.inc.com/profile/zip-moving-and-storage,2.7,Logistics & Transportation,2015,3,zipmoving.us,2.7 M,485%,NA,55.10%,Secure,865
https://www.inc.com/profile/website-closers,7.6,Business Products & Services,2013,25,websiteclosers.com,7.6 M,485%,NA,48.44%,Secure,866
https://www.inc.com/profile/conversionpoint-technologies,39.8,Software,2015,NA,conversionpoint.com,39.8 M,485%,NA,NA,Secure,867
